material_name,material_type,quantity_estimate,quality_grade,processing_requirements,potential_applications,sustainability_score,market_value,ai_generated,generation_timestamp
Wastewater,waste,123.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$61850/month,True,2025-07-20T07:54:53.662079
Dust,waste,123.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$61850/month,True,2025-07-20T07:54:53.662079
Electronic_waste,waste,123.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$61850/month,True,2025-07-20T07:54:53.662079
Metal_scraps,by_product,61.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$123700/month,True,2025-07-20T07:54:53.662079
Plastic_scraps,by_product,61.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$123700/month,True,2025-07-20T07:54:53.662079
Glass_waste,by_product,61.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$123700/month,True,2025-07-20T07:54:53.662079
Paper_waste,by_product,61.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$123700/month,True,2025-07-20T07:54:53.662079
General_industrial_waste,waste,397.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$198900/month,True,2025-07-20T07:54:53.662079
Wastewater,waste,397.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$198900/month,True,2025-07-20T07:54:53.662079
Dust,waste,397.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$198900/month,True,2025-07-20T07:54:53.662079
Electronic_waste,waste,397.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$198900/month,True,2025-07-20T07:54:53.662079
Metal_scraps,by_product,198.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$397800/month,True,2025-07-20T07:54:53.662079
Plastic_scraps,by_product,198.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$397800/month,True,2025-07-20T07:54:53.662079
Glass_waste,by_product,198.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$397800/month,True,2025-07-20T07:54:53.662079
Paper_waste,by_product,198.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$397800/month,True,2025-07-20T07:54:53.662079
General_industrial_waste,waste,45.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$22500/month,True,2025-07-20T07:54:53.663080
Wastewater,waste,45.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$22500/month,True,2025-07-20T07:54:53.663080
Dust,waste,45.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$22500/month,True,2025-07-20T07:54:53.663080
Electronic_waste,waste,45.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$22500/month,True,2025-07-20T07:54:53.663080
Metal_scraps,by_product,22.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$45000/month,True,2025-07-20T07:54:53.663080
Plastic_scraps,by_product,22.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$45000/month,True,2025-07-20T07:54:53.663080
Glass_waste,by_product,22.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$45000/month,True,2025-07-20T07:54:53.663080
Paper_waste,by_product,22.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$45000/month,True,2025-07-20T07:54:53.663080
General_industrial_waste,waste,120.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$60000/month,True,2025-07-20T07:54:53.665594
Wastewater,waste,120.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$60000/month,True,2025-07-20T07:54:53.665594
Dust,waste,120.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$60000/month,True,2025-07-20T07:54:53.665594
Electronic_waste,waste,120.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$60000/month,True,2025-07-20T07:54:53.665594
Metal_scraps,by_product,60.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$120000/month,True,2025-07-20T07:54:53.665594
Plastic_scraps,by_product,60.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$120000/month,True,2025-07-20T07:54:53.665594
Glass_waste,by_product,60.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$120000/month,True,2025-07-20T07:54:53.665594
Paper_waste,by_product,60.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$120000/month,True,2025-07-20T07:54:53.665594
General_industrial_waste,waste,230.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$115000/month,True,2025-07-20T07:54:53.672176
Wastewater,waste,230.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$115000/month,True,2025-07-20T07:54:53.672176
Dust,waste,230.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$115000/month,True,2025-07-20T07:54:53.672176
Electronic_waste,waste,230.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$115000/month,True,2025-07-20T07:54:53.672176
Metal_scraps,by_product,115.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$230000/month,True,2025-07-20T07:54:53.672176
Plastic_scraps,by_product,115.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$230000/month,True,2025-07-20T07:54:53.672176
Glass_waste,by_product,115.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$230000/month,True,2025-07-20T07:54:53.672176
Paper_waste,by_product,115.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$230000/month,True,2025-07-20T07:54:53.672176
General_industrial_waste,waste,135.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$67500/month,True,2025-07-20T07:54:53.674186
Wastewater,waste,135.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$67500/month,True,2025-07-20T07:54:53.674186
Dust,waste,135.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$67500/month,True,2025-07-20T07:54:53.674186
Electronic_waste,waste,135.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$67500/month,True,2025-07-20T07:54:53.674186
Metal_scraps,by_product,67.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$135000/month,True,2025-07-20T07:54:53.674186
Plastic_scraps,by_product,67.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$135000/month,True,2025-07-20T07:54:53.674186
Glass_waste,by_product,67.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$135000/month,True,2025-07-20T07:54:53.674186
Paper_waste,by_product,67.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$135000/month,True,2025-07-20T07:54:53.674186
General_industrial_waste,waste,800.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$400000/month,True,2025-07-20T07:54:53.676187
Wastewater,waste,800.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$400000/month,True,2025-07-20T07:54:53.676187
Dust,waste,800.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$400000/month,True,2025-07-20T07:54:53.676187
Electronic_waste,waste,800.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$400000/month,True,2025-07-20T07:54:53.676187
Metal_scraps,by_product,400.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$800000/month,True,2025-07-20T07:54:53.676187
Plastic_scraps,by_product,400.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$800000/month,True,2025-07-20T07:54:53.676187
Glass_waste,by_product,400.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$800000/month,True,2025-07-20T07:54:53.676187
Paper_waste,by_product,400.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$800000/month,True,2025-07-20T07:54:53.676187
General_industrial_waste,waste,144.2 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$72100/month,True,2025-07-20T07:54:53.677190
Wastewater,waste,144.2 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$72100/month,True,2025-07-20T07:54:53.677190
Dust,waste,144.2 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$72100/month,True,2025-07-20T07:54:53.677190
Electronic_waste,waste,144.2 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$72100/month,True,2025-07-20T07:54:53.677190
Metal_scraps,by_product,72.1 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$144200/month,True,2025-07-20T07:54:53.677190
Plastic_scraps,by_product,72.1 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$144200/month,True,2025-07-20T07:54:53.677190
Glass_waste,by_product,72.1 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$144200/month,True,2025-07-20T07:54:53.677190
Paper_waste,by_product,72.1 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$144200/month,True,2025-07-20T07:54:53.677190
General_industrial_waste,waste,79.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$39850/month,True,2025-07-20T07:54:53.682715
Wastewater,waste,79.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$39850/month,True,2025-07-20T07:54:53.682715
Dust,waste,79.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$39850/month,True,2025-07-20T07:54:53.682715
Electronic_waste,waste,79.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$39850/month,True,2025-07-20T07:54:53.682715
Metal_scraps,by_product,39.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$79700/month,True,2025-07-20T07:54:53.682715
Plastic_scraps,by_product,39.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$79700/month,True,2025-07-20T07:54:53.682715
Glass_waste,by_product,39.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$79700/month,True,2025-07-20T07:54:53.682715
Paper_waste,by_product,39.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$79700/month,True,2025-07-20T07:54:53.682715
General_industrial_waste,waste,68.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$34350/month,True,2025-07-20T07:54:53.683730
Wastewater,waste,68.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$34350/month,True,2025-07-20T07:54:53.683730
Dust,waste,68.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$34350/month,True,2025-07-20T07:54:53.683730
Electronic_waste,waste,68.7 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$34350/month,True,2025-07-20T07:54:53.683730
Metal_scraps,by_product,34.4 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$68700/month,True,2025-07-20T07:54:53.683730
Plastic_scraps,by_product,34.4 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$68700/month,True,2025-07-20T07:54:53.683730
Glass_waste,by_product,34.4 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$68700/month,True,2025-07-20T07:54:53.683730
Paper_waste,by_product,34.4 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$68700/month,True,2025-07-20T07:54:53.683730
Construction_waste,waste,1000.0 tons/month,industrial,minimal,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.8,$500000/month,True,2025-07-20T07:54:53.683730
Demolition_waste,waste,1000.0 tons/month,industrial,minimal,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.8,$500000/month,True,2025-07-20T07:54:53.683730
Wastewater,waste,1000.0 tons/month,industrial,minimal,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.8,$500000/month,True,2025-07-20T07:54:53.683730
Recycled_aggregates,by_product,500.0 tons/month,commercial,moderate,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.9,$1000000/month,True,2025-07-20T07:54:53.683730
Reclaimed_materials,by_product,500.0 tons/month,commercial,moderate,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.9,$1000000/month,True,2025-07-20T07:54:53.683730
Crushed_concrete,by_product,500.0 tons/month,commercial,moderate,"['Road_construction', 'Building_materials', 'Landscaping', 'Infrastructure_development']",0.9,$1000000/month,True,2025-07-20T07:54:53.683730
General_industrial_waste,waste,340.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$170000/month,True,2025-07-20T07:54:53.684730
Wastewater,waste,340.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$170000/month,True,2025-07-20T07:54:53.684730
Dust,waste,340.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$170000/month,True,2025-07-20T07:54:53.684730
Electronic_waste,waste,340.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$170000/month,True,2025-07-20T07:54:53.684730
Metal_scraps,by_product,170.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$340000/month,True,2025-07-20T07:54:53.684730
Plastic_scraps,by_product,170.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$340000/month,True,2025-07-20T07:54:53.684730
Glass_waste,by_product,170.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$340000/month,True,2025-07-20T07:54:53.684730
Paper_waste,by_product,170.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$340000/month,True,2025-07-20T07:54:53.684730
General_industrial_waste,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.686727
Wastewater,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.686727
Dust,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.686727
Electronic_waste,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.686727
Metal_scraps,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.686727
Plastic_scraps,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.686727
Glass_waste,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.686727
Paper_waste,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.686727
General_industrial_waste,waste,75.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$37500/month,True,2025-07-20T07:54:53.687730
Wastewater,waste,75.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$37500/month,True,2025-07-20T07:54:53.687730
Dust,waste,75.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$37500/month,True,2025-07-20T07:54:53.687730
Electronic_waste,waste,75.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$37500/month,True,2025-07-20T07:54:53.687730
Metal_scraps,by_product,37.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$75000/month,True,2025-07-20T07:54:53.687730
Plastic_scraps,by_product,37.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$75000/month,True,2025-07-20T07:54:53.687730
Glass_waste,by_product,37.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$75000/month,True,2025-07-20T07:54:53.687730
Paper_waste,by_product,37.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$75000/month,True,2025-07-20T07:54:53.687730
General_industrial_waste,waste,71.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$35900/month,True,2025-07-20T07:54:53.689952
Wastewater,waste,71.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$35900/month,True,2025-07-20T07:54:53.689952
Dust,waste,71.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$35900/month,True,2025-07-20T07:54:53.689952
Electronic_waste,waste,71.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$35900/month,True,2025-07-20T07:54:53.689952
Metal_scraps,by_product,35.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$71800/month,True,2025-07-20T07:54:53.689952
Plastic_scraps,by_product,35.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$71800/month,True,2025-07-20T07:54:53.689952
Glass_waste,by_product,35.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$71800/month,True,2025-07-20T07:54:53.689952
Paper_waste,by_product,35.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$71800/month,True,2025-07-20T07:54:53.689952
Produced_water,waste,1171.3 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$585650/month,True,2025-07-20T07:54:53.691235
Drilling_muds_cuttings,waste,1171.3 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$585650/month,True,2025-07-20T07:54:53.691235
Oily_sludges,waste,1171.3 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$585650/month,True,2025-07-20T07:54:53.691235
Spent_catalysts,waste,1171.3 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$585650/month,True,2025-07-20T07:54:53.691235
Sulfur,by_product,585.6 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$1171300/month,True,2025-07-20T07:54:53.691235
CO2_emissions,by_product,585.6 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$1171300/month,True,2025-07-20T07:54:53.691235
Methane_emissions,by_product,585.6 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$1171300/month,True,2025-07-20T07:54:53.691235
Process_gases,by_product,585.6 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$1171300/month,True,2025-07-20T07:54:53.691235
General_industrial_waste,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.691235
Wastewater,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.691235
Dust,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.691235
Electronic_waste,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.691235
Metal_scraps,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.691235
Plastic_scraps,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.691235
Glass_waste,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.691235
Paper_waste,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.691235
General_industrial_waste,waste,50.2 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25100/month,True,2025-07-20T07:54:53.692247
Wastewater,waste,50.2 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25100/month,True,2025-07-20T07:54:53.692247
Dust,waste,50.2 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25100/month,True,2025-07-20T07:54:53.692247
Electronic_waste,waste,50.2 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25100/month,True,2025-07-20T07:54:53.692247
Metal_scraps,by_product,25.1 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50200/month,True,2025-07-20T07:54:53.693254
Plastic_scraps,by_product,25.1 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50200/month,True,2025-07-20T07:54:53.693254
Glass_waste,by_product,25.1 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50200/month,True,2025-07-20T07:54:53.693254
Paper_waste,by_product,25.1 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50200/month,True,2025-07-20T07:54:53.693254
General_industrial_waste,waste,143.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$71750/month,True,2025-07-20T07:54:53.694255
Wastewater,waste,143.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$71750/month,True,2025-07-20T07:54:53.694255
Dust,waste,143.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$71750/month,True,2025-07-20T07:54:53.694255
Electronic_waste,waste,143.5 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$71750/month,True,2025-07-20T07:54:53.694255
Metal_scraps,by_product,71.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$143500/month,True,2025-07-20T07:54:53.694255
Plastic_scraps,by_product,71.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$143500/month,True,2025-07-20T07:54:53.694255
Glass_waste,by_product,71.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$143500/month,True,2025-07-20T07:54:53.694255
Paper_waste,by_product,71.8 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$143500/month,True,2025-07-20T07:54:53.694255
General_industrial_waste,waste,600.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$300000/month,True,2025-07-20T07:54:53.695259
Wastewater,waste,600.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$300000/month,True,2025-07-20T07:54:53.695259
Dust,waste,600.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$300000/month,True,2025-07-20T07:54:53.695259
Electronic_waste,waste,600.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$300000/month,True,2025-07-20T07:54:53.695259
Metal_scraps,by_product,300.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$600000/month,True,2025-07-20T07:54:53.695259
